,title,contents,decoder_input,decoder_target
244,코스트코에 취업하고 싶었던 미국 아버지 근황,미국 미시간주의 남성 제프씨는 지난해 코로나사태로 인해 다니던 직장에서 해고당했다 그는 신문배달 식료품점 자동차 공장의 감독 건물관리인 지역 병원의 납품 담당 다양한 일을 해왔지만 코로나로 인한 긴축재정의 해고에서 벗어날 수는 없었다 제프씨는 아직 자신이 일할 있는 충분한 나이라고 재취업을 희망했으나 이력서를 쓰거나 제출하는 것을 어려워했기 딸인 레베카는 도움을 청해보자 라며 자신의 아버지가 구직을 희망한다고 업로드 했다 아빠 일하고 싶은데 코스트코 같은데가 딸인 레베카씨는 아빠가 코스트코에서 일하고 싶어하는지 아빠가 무엇을 잘하고 살아왔는지에 대한 이력서를 작성했고 코스트코 채용 이메일로 보냈다는 사연을 트위터로 작성했고 트윗들은 미국에서 인기를 끌었다 코스트코는 공식 트위터가 없지만 해당 트윗이 인기를 끌었다는 것을 전해듣고 코스트코 측에서 제프씨를 채용했다 제프씨가 코스트코에서 일하고 싶었던 앉아서 샌님같은 일이 아니고 집에서 떨어져있지 않은데다가 대학 학위도 필요로하지 않고 건강보험을 제공해주고 휴일이 제대로 있는 멋진 직장이라는 이유라고 대답했다 제프와 레베카는 언론사의 인터뷰에서 지난 년은 사람들처럼 가족에게 친절한 해는 아니었다 우리는 사랑하는 사람을 잃는 전염병에서 완전히 빠져나오지 못했다 슬픔과 혼돈의 속에서도 기묘하고 멋진 일을 겪은 것은 선물이다 특히 일이 아빠에게 생겼다는게 사랑스럽다 라며 소감을 전했다,sostoken 코스트코에 취업하고 싶었던 미국 아버지 근황,코스트코에 취업하고 싶었던 미국 아버지 근황 eostoken
245,어제 일본 짱구는 못말려 팬들이 환호했던 이유,호주로 해외출장 철수 아빠가 짱구 기준 년만에 귀국함 마지막으로 나온게 방송,sostoken 어제 일본 짱구는 못말려 팬들이 환호했던 이유,어제 일본 짱구는 못말려 팬들이 환호했던 이유 eostoken
246,캥거루가 물속에 있으면 조심하세요,호주의 재미있는 사실 캥거루는 자신을 추격하는 사람들을 익사시키기 물속으로 들어오기를 기다리는 중임 캥거루들이 그걸 존나게 잘함 절대로 캥거루랑 물에 들어가면 여기서는 모든 것들이 획기적이고 다양한 방법으로 너를 죽일 거임,sostoken 캥거루가 물속에 있으면 조심하세요,캥거루가 물속에 있으면 조심하세요 eostoken
247,센과 치히로에서 아빠가 먹던게 뭐였나요,육즙이 터질것 같은게 소룡포랑 비슷하게 생김 사람들이 음식이냐고 하도 물어봐서 지브리 작가가 레이아웃을 뒤져서 찾아봤는데 말랑한 외피 안에 즙이 가득한 건더기가 출렁거리는 새끼양의 위장같다 라고 쓰여진 글을 발견했지만 저게 정확히 음식인지 수는 없었음 나중에 지브리가 팬한테 보낸 답장에서 밝혀짐 음식을 신들이 사는 세계에 거주하는 사람만 아는 재료로 만든 음식이며 신들의 세계에 잘못 들어온 인간들을 유혹하기 위한 함정 한마디로 실존하는 음식이 아님,sostoken 센과 치히로에서 아빠가 먹던게 뭐였나요,센과 치히로에서 아빠가 먹던게 뭐였나요 eostoken
248,프린세스 메이커 초고수,레미제라블의 주인공 발장 딸에게 알바는 일절 시키지 않음 교육도 신학과 가사교육이 개같이 플레이했는데 귀족과의 결혼 엔딩을 달성함 본인도 엔딩에 만족하면서 퇴장함,sostoken 프린세스 메이커 초고수,프린세스 메이커 초고수 eostoken
249,새아들이 집을 나가버렸습니다,이전에 재혼했다가 아내와 새아들이 생겼습니다 새아들이 집을 나가버렸습니다 최근에 아내가 병으로 죽고 아내를 묻어주기위해 고향으로 돌아왔지만 아내를 묻기 직전에 새아들이 아내의 유골함을 들고 나가버렸습니다 그동안 서운했던게 있던거였을까요 기분풀려고 게살만두도 사왔는데 입도 안대더군요 혹여나 아들이 게살만두를 싫어하나싶어서 요리사와 가족을 죽여서 사과했는데 화를 내더군요 어떻게해야 새아들의 마음을 돌릴수있을까요,sostoken 새아들이 집을 나가버렸습니다,새아들이 집을 나가버렸습니다 eostoken
250,일본인들이 인터넷뱅킹을 안쓰는 이유,사실 인터넷뱅킹 사용료만 받는 직접 맡겨놔도 우리가 돈을 맡아줬으니 라는 이유로 보관료를 내야함 우리나라 은행들이 고객에게 이자 붙여주는 이해할 없어함,sostoken 일본인들이 인터넷뱅킹을 안쓰는 이유,일본인들이 인터넷뱅킹을 안쓰는 이유 eostoken
251,현대 체인메일 중세 체인메일,체인메일 만들던 사람이 관통 실험했는데 두꺼우면 두꺼울수록 강해지는 체인메일의 방어력을 보고 철사두께의 상어보호용 머신웰디드 체인메일은 약할거라 생각 실험을 위해 주문해 봤는데 무거워서 입지도 못하겠다던 사각링 짜리 체인메일은 뚫어버린 반면 짜리 얕봤던 상어보호용 체인메일은 이빨 안나가고 멀쩡해서 충격받음 체인메일 만들기 그만둠 저거 이유보면 제일 큰이유는 통짜로 뽑아내서 이음세가 있냐 없냐가 제일 큰차이라고 현대기술자체가 넘사벽,sostoken 현대 체인메일 중세 체인메일,현대 체인메일 중세 체인메일 eostoken
252,코에이 삼국지 표지 그림 일러스트레이터의 그림,나가노 츠요시 고대 동양 인물들을 서양인처럼 그린다고 비난을 많이 받는데 그런지 서양풍 일러스트도 존나 잘그림,sostoken 코에이 삼국지 표지 그림 일러스트레이터의 그림,코에이 삼국지 표지 그림 일러스트레이터의 그림 eostoken
253,한국 트위터 인기 게임,프로젝트 세카이 사진 저거 아님 이거라고오오오 세카이 프로젝트는 스팀에 네코파라같은 미연시 파는데야 대체 정보수집을 어케했길래 저런 실수를 하냐 아오,sostoken 한국 트위터 인기 게임,한국 트위터 인기 게임 eostoken
254,강제로 웃음 쥐어 짜던 개콘,뭔가 등장 김병만 약함 아무리 봐도 약함 뭔가 등장 사기캐 피지컬로 웃음 쥐어짜던 시절,sostoken 강제로 웃음 쥐어 짜던 개콘,강제로 웃음 쥐어 짜던 개콘 eostoken
255,엑스맨 불닭복동 기차씬의 충격적인 사실,엑스맨 불닭복동에서 유일하게 건져낸 기차 전투는 사실 원래 촬영분에 없는 장면이었음 기차 대신에 우주에서 붕쯔붕쯔하는 내용이었고 최종 비쥬얼은 대략 이거의 하위호환이라고 한다 망할만한 영화였다 재촬영 들어갈때 배우들 스케쥴도 꼬여서 배우 별로 따로 촬영하고 합성할 정도였다고,sostoken 엑스맨 불닭복동 기차씬의 충격적인 사실,엑스맨 불닭복동 기차씬의 충격적인 사실 eostoken
256,광주 붕괴사고 현장 민원 들어간 날짜,민원이 이거 하나만 있는게 아님 이후로 월인가 월에 돌이 추락한 사고 있었다고,sostoken 광주 붕괴사고 현장 민원 들어간 날짜,광주 붕괴사고 현장 민원 들어간 날짜 eostoken
257,경상도인이 서울말을 듣고 충격먹은 이유,나도 충격이다 꽈자라니 저런건 애기들이나 쓰는 단어 아녓어 까까라던가 혀짧은 발음이 저런건줄 알앗는데 저게 사투리엿다고,sostoken 경상도인이 서울말을 듣고 충격먹은 이유,경상도인이 서울말을 듣고 충격먹은 이유 eostoken
258,근본중의 근본기업,휴렛 패커드 실리콘밸리 세대 기업 세대냐면 실리콘밸리라는 단어가 생겨나기 한참전부터 캘리포니아 남부에 회사가 위치해있었음 당시 대학생이였던 휼릿과 패커드는 창고에서 주파수 측정장비를 만드는 회사를 창립함 창립비용은 지도교수에게 빌린 달러 현재 창고는 캘리포니아시에서 실리콘밸리의 탄생지로 명명하고 유적지로 등록함 둘은 회사명을 정하기 위해 동전던지기 내기를 하였고 여기서 이긴 패커드의 이름을 앞에넣어 패커드 휴렛으로 짓기로 결정함 패커드는 휴렛이 앞에오는게 멋지다고 제안하면서 현재의 회사명인 휴렛 패커드로 결정됨 미국인들은 자신의 이름을 따서 회사명을 짓는데 앞에오는 이름을 상당히 중요하게 생각하는걸 감안하면 그들의 우정이 어느정도였는지 보여주는 일화라고 생각함 세계대전이 발발하자 휴렛은 군대에 입대하였고 남아있던 데이비드 패커드는 회사를 경영하면서 군대에 납품할 신호기를 만들었다고 종전이후에는 일본의 산업조사까지 맡았음 년대에는 휴렛한테 잼민이 전화해서 주파수 측정기를 요구하길레 흔쾌히 빌려줌 빌려주는 대가로 잼민이한테 자기네 회사에서 일할것을 제안했는데 잼민이의 이름은 스티브 잡스였음 여기서 인연이 생긴 잡스는 후에 엔지니어였던 워즈니악과 사과회사를 차리게됨 회사가 한국이랑도 인연이 깊었는데 한국 시장에 진출할때 삼성과 협력관계를하게되면서 상호를 정하는데 삼성은 자기네 회사명이 뒤로가는게 싫었고 삼성휴렛패커드로 상호명을 정하자고 제안함 이에 흔쾌히 수락하고 삼성휴렛패커드가 이후 삼성이 자체적인 프린터기 판매사업을 시작하면서 계약이 파기되었고 서로의 지분을 나눌때 자사 지분에 프리미엄을 얹혀서 삼성으로부터 구매를해줌 금융위기때 한국에 천만달러를 투자하고 외환위기때에는 신한은행에 천만달러를 당시 원달러 시세보다 저렴하게 조달해줌 년에는 당시 였던 휘트먼이 캘리포니아 주지사에 출마하면서 올린 흥보영상의 주소가 글자수 제한으로 끝부분 몇글자가 짤리면서 한국인 기타리스트의 유투브 영상이 다이렉트되어버리는 참사가 발생하기도,sostoken 근본중의 근본기업,근본중의 근본기업 eostoken
259,운전시험장에서 가장 어이없는 사건,음주운전으로 면허 취소 당한 재시험 보려고 차끌고 시험장 들어옴 짤이랑은 별개임 사람임,sostoken 운전시험장에서 가장 어이없는 사건,운전시험장에서 가장 어이없는 사건 eostoken
260,시발 회사 회장 때문에 주식 반토막임,갑자기 하던 사업 접고 에너지 사업에 뛰어든데 시발 새기 아프간에서 뒤졌어야 했는데,sostoken 시발 회사 회장 때문에 주식 반토막임,시발 회사 회장 때문에 주식 반토막임 eostoken
261,아프리카에서 코끼리를 집중적으로 사냥하는 특이한 사자 무리,아프리카 모든 지역의 사자들이 저렇게 코끼리 사냥을 것은 아니고 보츠와나의 사부티 지역에 서식하는 사자들은 지역과 근방에 먹이로 삼을 초식 동물들이 부족하고 코끼리의 서식 비중이 높기 일찍부터 코끼리를 사냥하는 사냥법을 터득한다고 실제로 지역에 서식하는 사자들은 지역에 무리지어 서식하는 사자들보다 코끼리의 사냥 성공률이 높다고 코끼리는 코끼리인지라 나이 미만의 성체가 되기 전의 코끼리들만 집중적으로 사냥하는데 이것만 대단한 거지 이상이 코끼리는 육체적으로 완전히 자란 성체이기 사자 무리가 수십마리씩 달려들어도 절대로 잡는다고,sostoken 아프리카에서 코끼리를 집중적으로 사냥하는 특이한 사자 무리,아프리카에서 코끼리를 집중적으로 사냥하는 특이한 사자 무리 eostoken
262,쿠팡 물류센터 화재 초진 성공 소식,시간만에 초진 성공했음 이제 남은건 내부 적재물들 불씨 꺼야 하는거 실종된 소방관 찾기 전에 건물 안전진단 하는건 내일 아침에 예정 그와중에 쿠팡은 불난지 시간이 넘었는데 이제야 뒤늦게 사과문 내놓음,sostoken 쿠팡 물류센터 화재 초진 성공 소식,쿠팡 물류센터 화재 초진 성공 소식 eostoken
263,드디어 치트키를 꺼내 유비소프트,파크라이 에선 악당들이 스토리를 진행 있음 망할 골든패스 쓰레기들을 드디어 치울 있어,sostoken 드디어 치트키를 꺼내 유비소프트,드디어 치트키를 꺼내 유비소프트 eostoken
264,자주포의 치명적인 단점,그건 에어컨이 없다는 왜일까 국가의 노예인 분충들에게 에어컨 따위는 필요없는데스 우마우마한 정신력으로 버티는데스,sostoken 자주포의 치명적인 단점,자주포의 치명적인 단점 eostoken
265,일본 발행근황,지름 센치 두께 센치 동전으로 사람 대가리도 있겠다 오타난거 같은데 일본은 진짜 동전 못버리네 발행 주체가 동전이랑 지폐 발행하는 곳이 달라서 정부가 고액동전 포기를 못하는거라던데 동전 많을수록 단가 안나올텐데,sostoken 일본 발행근황,일본 발행근황 eostoken
266,이번에 공개된 국가별 가상화폐 수익 근황,이번에 해외 가상자산 시장 조사기관에서 각국의 가상자산 거래흐름을 비교해 국가의 거래소에서 가상자산으로 가장 수익을 얻었는지를 비트코인 단위로 비교한 결과 미국이 거래량이 만큼 수익률도 당연히 위인데 한국이 비트코인 거래량은 위면서 수익률은 위임 단타만 치느라 사실상 수익률은 적고 거래소만 배불렸다는 평가,sostoken 이번에 공개된 국가별 가상화폐 수익 근황,이번에 공개된 국가별 가상화폐 수익 근황 eostoken
267,년만에 출산하고 박사학위를 받은 대학원생,조지아 애틀란타 대학에서 후성 유전학 논문을 임신한 사라는 이번 출산으로 박사학위를 받았다 이에 감동한 대학원생도 자신의 논문 출산 사진을 인증하였다,sostoken 년만에 출산하고 박사학위를 받은 대학원생,년만에 출산하고 박사학위를 받은 대학원생 eostoken
