,제목,내용
785,집에 콜라 1.5리터를 보관하면 좋은 점.gif,"    집에 소화기 없는 경우가 많은데

콜라를 비상시 소화기 대용으로 사용 할 수 있음.

다른 탄산수와 맥주도 가능하다고 함
    "
786,만화 역사상 최고의 순애 연출,    
787,제육계에 뺏긴 코리안 슈퍼 솔져 후보,    
788,손 무는 습관이 있는 강아지,삐졌네ㅋㅋㅋㅋㅋ 
789,천만엔 주기 싫어서 노인을 상대로 치졸한 방법을 쓰는 일본 퀴즈쇼,"          ?!
  "
790,인공 배양육 기술의 발전속도.jpg,"    2013년 2월

고기 패티 한장 32만 달러 = 약 3억 5천만원
        2016년 2월

고기 450g  만8천 달러 = 약 2천만원
        2017년 6월

고기 450g 2400달러 = 약 280만원
        2019년 4월

고기 450g 100달러 = 약 10만원
            곤충은 먹기 싫은 인간들의 눈물겨운 사투 "
791,영정사진을 준비못한 주행강사.jpg,"  ㅋㅋㅋ
  "
792,전동킥보드 사고시 과실 피하는법.JPG,"    ??? : 아, 비둘기가 그랬다니까요 진짜....ㅡㅡ "
793,원산지에서 백신원리를 설명하는 만화.gif,  TikTok 
794,악당들이 술집에서 우유를 시키는 이유,"  미러마스터 : ""친구들, 우린 험난한 시대를 살아가고 있다.""
  ""지난번에는 생계를 위해 어쩔수 없이 스포츠카를 싣고 가던 트랙터를 털어야만 했다고.""
      캡틴콜드 : ""그건 정말이지 너한텐 너무 하찮은 일이야.""
  ""아무리 그래도 그렇지 최소한 은행 정도는 털라고.""
       캡틴콜드 : ""그리고 난 조만간 다음에 모기지 납부액을 마련 못했다간 아내가
  동네 슈퍼에 가서 일자리를 빌 각오나 하라고 바가지를 긁게 생겼고!""
      캡틴부메랑 : ""자네 아내는 늘 동장군 같았잖나, 캡틴콜드.""
  트릭스터 : ""캡틴부메랑! 이 왈라비 같은 녀석!""
      캡틴부메랑 : ""미러마스터! 캡틴콜드! 트릭스터! 옛 얼굴들을 다시보니 반갑군.""
      캡틴콜드 : ""예정보다 일찍 감옥에서 나왔다고 전해들었는데.""

캡틴부메랑 : ""모범수였던 덕이라고 해두지. 누군가로부터 거래를 제안받았고,
약속을 지킨대가로 형량이 5년으로 줄어들었거든.""
      캡틴부메랑 : ""이제 난 어엿한 교화된 시민이라고.""
 
  미러마스터 : ""그래, 네가 차량강도질을 하고 나서 돈을 써보기도 전에 플래쉬가 나타나 널 박살내기전까지는 그랬겠지.""

    캡틴부메랑 : ""그래도 최소한 난 누구처럼 플래쉬한테 패해 그 자리에서 만화경을 강제로 먹진 않았다고.""
      미러마스터 : ""그건 터무니없는 루머야! 과장이라고!!""

    미러마스터 : ""만화경이 아니라 레이저 포인터였다고.""
      미러마스터 : ""아무튼.. 우린 이 동네에서 제일 터프하고 거친 남자들인데..""
      ""에헴. 주문 할거야, 친구들?""
      캡틴부메랑 : ""레몬에이드 아이스티""

미러마스터 : ""카페인 뺀 소이 라떼""
  트릭스터 : ""체리 콜라""
      캡틴 콜드 : ""우유 한 잔.""
      캡틴콜드 : ""위궤양이 다시 도졌어...""
          다른거 먹으면 배 아파... "
795,16살까지의 나 vs 20대의 나,    
796,길에서 유혹당한 멍멍이.gif,"  너무 아련하게 바라봐..
  "
797,오늘따라 말이 없는 식당 알바,    
798,10년 전 아이폰 고급화 인식에 가장 큰 역할을 했던 주범.jpg,"        1. 추노 마크   
  디자인 감성을 단번에 시궁창에 처박아 버리는 통신사 추노 마크
            2. 통신사 기본앱   
  이게 왜? 라고 하는 사람은 비교적 젊은 사람일 듯 
왜냐면 더 전에는 저것들 삭제하고 싶어도 삭제를 할 수가 없었으니까 백그라운드에서 램 오지게 처먹어서 빡침 올라오게 만드는 주범     
    근데 당시 아이폰은 저런 너덜너덜한 추모 마크도 불필요하게 끼여지는 기본 앱도 없었음 
이게 아이폰은 비싸고 왠지 예쁘고 고급 지다는 인식이 대중에게 각인되는데 큰 기여를 함 "
799,어제 그알에서 나온 한강 사건 음모론자 심리 분석,"             
  자신의 경제적 빈곤 속에서
  국가와 사회에 맞서 
  정의의 투사가 되고 싶었던 심리
  -
  + 어제 내용 추가 설명
  유튜버들이 올린 증거 영상들 모두 편집된 영상
  음모 조장했던 유튜버들 대부분 제작진과 인터뷰 거절
  유튜버들은 왜 그런 난리를 쳤는가에 대한 그알의 답은 유튜버 조회 수익
    "
800,아스카 키라라의 하룻밤 금액.JPG,대충 돈이 적은게 아닌지 생각해봅시다 짤 
801,시고르자브종.gif,    
802,역대급 대규모 정모.jpg,"  손정민 친구 변호인측이 수만명 고소 예정
  역대급 정모 예정
  방구석 코난들 이제 살아남기위한 추리중
    "
803,내장 그래픽.jpg, 
804,정신과 상담을 처음 받아 본 사람의 감상,        
805,평화로운 침착맨 카페 근황...jpg,"  글이랑 댓글 열받게 썼으면 가야지 ㅋㅋㅋㅋ
  "
806,쿄애니의 역린을 건들인 신입.jpg,"      TVA방영후 후속소식이 뜸한 시기여서
찍힌게 아닌가했지만
무사히 극장판 3편으로 마무리
    "
807,떡꼬치의 세대차이.jpg,                 떡 한조각만 대충 꽂은게 떡꼬치라고? 
808,웃대..전설로 남은 일가족 납치범..jpg,"                   
 띠용
  "
809,일본 프로그래머가 영업부에서 일하게 된 이유 . JPG,"                   

  
  
어.. 잠깐만 ...헌터X헌터의 고대 병기
브리온...?
      "
810,서브웨이 다이어트 남의 최후.jpg,"  사람은 쓰레기
다이어트 방법은 꿀팁
  "
811,신개념 치즈 떡갈비,"  밥마적이네
    "
812,한국의 나가사키 짬뽕면을 시식한 일본인들.jpg,"      짬뽕이 매워서 충격
  "
813,금요일에 직원들이 도넛먹고 남은거 나한테 짬때리더라 ....,"        초코도넛은 또 못참지 ㅋㅋㅋㅋ
    "
814,인천공항 관제사의 직업병.jpg,    
815,신품 똥꼬.jpg,    이제 환불 못 함. 
816,차량에 유독성 물질 테러한 황당한 이유,    
817,여자들은 모르는 남탕의 모습.jpg,   여자들은 한번들어가면 너무 안나와  
818,뷔페에 나타난 시간정지 능력자,"  절 앞에서 고기잔치 하는거랑 다를게 없네
    "
819,둠 근황,원본출처 | https://m.ruliweb.com/best/board/300143/read/52599172 
820,존나 큰 돌이다 vs 존나 작은 포크레인이다,      
821,혐)어느 학생이 만든 로봇이 경연대회에서 실격한 이유,"사람에 따라 혐오스러울수 있으니 주의!
                                                        한 파라과이 학생이 로봇 챔피언십에서 자신이 생산 한 사이보그 치킨을 선보였지만 실격되었습니다. 
  대회측:이건 로봇대회지 강령술대회가 아니야 "
822,버스 승차 관련 논란,"  배차 30분 눈앞에서 놓치는건 아찔한데
  "
823,"""송신탑 위 적 저격수 확인. 발견하는 즉시 사살하라.""","  탱고 다운
탱고 다운 "
824,롯데리아 백신 30% 할인 후기,"이거 먹으려고 부랴 부랴 롯데리아 갔는 데 
이 롯데리아는 대상 지점 아니래..

문정동 로데오거리 롯데리아

가기전에 확인 하고 가라

배고픈 내자신이 한심하니 유머 "
825,개 키우는 주인들이 제일 두려워하는 상황,원본출처 | https://twitter.com/coco_dake666/status/1398504441314045953?s=20 
826,수상할 정도로 한국을 좋아하는 나라,"  외교적으로 남한 전통의 우방국이긴 한데
솔직히 현대 한국이 영국에게 도움준건 별로 없긴함
그래도 영국은 한국에게는 매우 우호적으로 외교적으로나 군사적으로나 도움을 많이줌.
그리고 무기개발에 있어서도 합작 많이 하려고 시도하는중
      이스라엘

북한 개짓거리할때마다 공개적으로 비방때려주고 독도표기 꼬박꼬박해주는 한국에 매우 우호적인나라 중 하나
하지만 하는짓땜에 좀 부담스러운 우방국.
                  "
827,의외로 존나 강했던 철학자.jpg,"  병약한 체질이긴 해서 병약한데 짱쎈 무림고수 실사판이었음.
  "
828,국내에서 가장 끔찍한 성차별을 받는 직업,"  광부
하다못해 군대도 여자를 받는데 여자 광부는 법적으로 금지됨
여성계는 하루빨리 이 시대에 안맞는 법을 이슈화하고 철폐하는 움직임을 보일 것  "
829,친구방 침대에서 먹으면 맛있는것들,"               

새차 산 친구 차 조수석에서 먹어도 맛있음
  "
830,맛 보증하는 배민 후기,    
831,칼로 알로미늄 캔 베는 슬로모션,야이 씹...! 
832,(약혐)흔한 점 평가.jpg,                
833,알고보니 돈없는 합법 깡패들이었던 중세의 로망,            ㅠㅠ 중세의 로망이 기부받는 깡패들이었다니 
834,길에서 치킨 먹다 봉변 당한 사람.jpg,    
835,유정호사건 이해하기 쉬운 요약,원본출처 | https://m.ilyo.co.kr/?ac=article_view&entry_id=404278 
836,7호선에 출몰한 괴벨스 아줌마,"  민폐 ㅅㅂ
  "
837,얀센) 믿고 접종했는데.... 이게 뭐냐.....,"  뽀로로 반창고.......
  쵸 캇코이쟈네카
  "
838,"""아 갑자기 콜라가 땡기네...""",   (실제광고 아님) 
839,한국에서 영어쓰는 외국인 대처법,"    한국에왔으면 최소한의 한국어 회화정돈 알고와야지 시벌

  "
840,공무원도 사용하는 초거대 포털사이트.jpg,  코리아메일 어디다두고 네이버메일이 있냐 
841,본받아야 할 북한의 공군,"  무려 4년동안 자리에서 이탈하지 않고 출격 대기 태세를 유지함
  "
842,유튜브 망하게 생긴 유튜버,원본출처 | https://youtu.be/05kluGqirpM 
843,성장한 딸이 점점 아내와 닮아가는걸 느낀 숫사자의 반응.gif,"                                            분명히 어릴때는 얌전히 다가와서 안기기만하던 딸내미가
  반년만에 마누라마냥 달려드는 폭주기관차가 되자
  화들짝 놀라면서 피하는 모습이다 "
844,태권도장에 아이들을 적극 보내는 이유.jpg,            
845,아이 잘못 vs 사장 잘못,원본출처 | https://www.bobaedream.co.kr/view?code=best&No=425245 
846,외국에서 바다 갈 때 조심해야 하는거,"  바다곰
  "
847,조 바이든 근황 ㅋㅋㅋㅋㅋㅋ,"    한마 유지로한테 선서하러 가는 중
  "
848,대낮에 초등학교로 돌진한 suv 운전수,원본출처 | https://imnews.imbc.com/replay/2021/nwdesk/article/6249197_34936.html 
849,식탁보 빼던 그 남자 근황,"중력을 거스르고 드론까지 쓰다니..이남자..
진심이다...! "
850,여자가 진심으로 어이없어하는 이유,"                      우리나라로 치자면
    국가를 위해서 순신이형이 도와달라고 하잖아
  순신이형?
  다들 그렇게 불러
    "
851,한국에서 쓰이던 용어들 중에서 가장 현실 및 실생활과 동떨어져 있던 용어.jpg,"1980년대부터 도입된 '야간자율학습'은 야간에도 학교에서 보충 학습으로 공부를 원하는 학생들을 위해서, 그리고 각종 사교육을 줄이기 위한 취지로 도입된
학습 시스템이었음. 하지만 이 야간자율학습이 도입된 이후의 실태를 보면 보충 자율 학습과는 전혀 거리가 멀었고 사교육도 줄이지 못했지.

1990년대 ~ 2000년대에 고등학교를 다녔던, 인터넷 커뮤니티에 각종 글과 댓글로 올라온 사람들의 경험담에 의하면 야자를 몰래 짼 일과 그로 인해서
학생 주임 교사에게 몽둥이 찜질 및 빠따를 맞았다는 얘기들이 정말 많았었지. 말이 좋아서 자율 학습이지 강제적으로 강요되는 학습이었다는 것이고.

그래서 당시에 고등학교를 다니던 세대들은 11시까지 야자라는 이름의 강제 보충 학습을 하는 것은 아주 기본이었고, 학원까지 다니는 경우가 많았기 때문에
11시에 야자가 끝나고 학원 차를 타고 곧바로 학원에 간 다음에 집에 돌아오면 귀가 시간이 새벽 1시를 넘기는 일이 다반사이고 부지기수였음.

그런데 게다가 0교시까지 있었기 때문에 아침 7시까지는 학교에 와야 했고, 실제로 6시간은 고사하고 5시간만 수면을 취하는 것도 감지덕지였기 때문에
늘 잠이 부족해서 피곤에 찌들어 있는 모습이 야자와 0교시를 병행하던 당시의 고등학생들에게는 아주 일상이었지.




그 결과가 이런 것들이었고. 그래서 2010년대 이후에는 무조건적으로 야자를 강제 및 강요하지 말고 학생의 자율에 맡기라는 교육부의 방침도
있었지만은, 아직도 이게 속시원히 다 해결되었느냐고 묻는다면 그렇지 않을 거임. 사립 학교에서는 여전히 강제성을 띠는 야자가 남아있을 것이고. "
852,일본인들은 먹지않는 과일,"    참외.
  일본어로는 마쿠와우리(マクワウリ)라고 하는데 멜론의 변종인 참외의 변종명 makuwa는 여기서 따왔다고 함.
      그런 참외를 요즘 일본에서는 재배지도 소수고 먹는사람도 적으며 심지어 참외를 깎는 방법도 모르는사람이 대다수라 참외를 파는곳에서 참외먹는법을 적어두는곳도 있다고...
      사실 일본에서도 1960년대 초까지는 참외를 많이 먹었는데 1960년대에 멜론과 참외를 교배한 프린스멜론이 그 이전에 재배된 멜론에 비해 싼값에 팔리면서 참외가 찬밥 신세가 되었고, 그 이후로 참외 재배 농가도 멜론 재배로 전환을 하면서 참외가 자취를 감추게 되었다고 한다.
                 고전문학이나 시집등을 보면 자주나오는 개구리참외.
  우리가 흔히 아는 노란참외는 1960년대 일본에서 들여온 ‘은천’ 품종임.
  이전까지는 수박과 비슷하게 생긴 ‘개구리 참외’를 먹었다.
    결국 한국에서 주력으로 수출및 소비하는 참외는 일본품종 이었지만 실제로 마트직원에게 참외에 대해 물어보면
  차메(チャメ)라는 한국에서 수입한 과일이라고 설명해준다는 썰이 ...
    참고로 일본에서 참외는 개당 3천원~5천원까지 하는 더럽게 비싸고 맛도 없는 과일이다. 멜론이 약 1만원 정도인걸 보면 안먹는 이유가 있는셈. "
