,제목,내용
2878,"10년 전 '학폭'에 숨진 대구 중학생 母 ""아직도 사과 기다려""","2011년 학교폭력으로 세상떠난 故 권승민군 어머니 임지영씨
아직도 학교에서 교편 잡으며 '학폭 근절' 이야기
""폭투는 사과 받고 싶다는 마음과 세상에 대한 항의""
""피해자에게는 가해자의 진심어린 사과가 제일 중요""
""학교폭력 결코 사소하지 않아"" "
2879,"[이슈시개]""개밥줬다"" ""변기에 버린 초밥""…도 넘는 '불만 리뷰'","악의적인 리뷰 속출에 속 타는 사장님들
누리꾼들 ""익명에 기댄 고객 갑질이다"" 반응도
배달업체, '불만 리뷰'에 대처하는 메뉴얼까지 "
2880,"""5조 기부금 어디에 쓸까요?"" 카카오 김범수, 직원들과 머리 맞대다","""빌게이츠 벤치마킹해 사회에 환원""…""기부금, 묵혀두는 개념 아니라 바로 써나갈 것""
인사평가 논란엔 ""사내문화에 경고등 켜진 것""…""카카오가 건강한 조직이 됐으면""
""우리는 완벽히 불완전한 존재…실수했을 때 어떻게 사과하느냐에 회사 문화 드러나"" "
2881,"거리두기·5인↑ 금지, 2주간 유지…식당·카페 10시까지","수도권 2단계·비수도권 1.5단계 3월 14일까지 유지
5인↑ 모임 금지 유지…식당·카페도 22시까지만
""완화하면 재확산 우려…백신으로 긴장 풀릴 수도""
다음주 후반쯤 거리두기 개편 공청회 개최 예정 "
2882,코로나19 백신 접종 첫 날…전국 1만6813명 접종,"오후 6시까지…요양병원·시설 등 대상자 28만여명 중 5.81% 접종
내일부터는 화이자 백신도 같이 접종 "
2883,"LA한인타운서 ""중국 바이러스""라며 한인 무차별 폭행·살해위협(종합)","데니 김씨, 히스패닉 남성 2명에게 구타당해…경찰, 증오범죄 수사
중국인 비하 욕설하며 ""죽이겠다"" 위협…김씨 ""혐오 멈춰야"" "
2884,"[백신접종] 백신 첫 접종…이경순씨 ""백신 맞으니 안심""(종합)",노원구 상계요양원 근무 요양보호사…오전 8시45분 접종 
2885,"제네시스 GV80 '블랙박스', 타이거 우즈 사고원인 풀 열쇠","미 경찰 ""블랙박스로 신속한 원인 조사…속도 정보 제공할 듯""
전문가들 ""신형 GV80 블랙박스에 많은 정보 담겨 있을 것"" "
2886,"문대통령 ""역사적인 1호 접종…대통령은 언제 기회를 줍니까?""","김윤태 병원장 ""아프지 않게 놔달라"" 문대통령 ""의사선생님인데"" "
2887,"""초봉 6천,입사 보너스 5천""…개발자 모시기 경쟁 불붙었다","IT기업·스타트업에 유통·게임사까지 가세…연봉·보너스로 경쟁
""인재 수급 없으니 기업끼리 출혈 경쟁…중소벤처 새우 등 터져"" "
2888,"오늘 400명 안팎…내일 거리두기 조정, 현단계 연장 가능성도","416명→332명→356명→440명→?…오후 9시까지 333명 확진
가족-지인간 모임·요양원·교회·직장서 '일상감염' 지속 "
2889,"""죽으면 안돼""…교통사고로 쓰러진 친구 밤새워 지킨 강아지","앞발로 아픈 개 흔들고 입으로 핥아
동물보호소 구조로 물과 음식 먹으며 회복 "
2890,"또 다른 폭로…""축구선수 A의 성폭행 주장하는 C·D가 사실 가해자""","""그들에게 성폭행당한 것은 나…용기 내 진실을 말한다"" "
2891,"""우즈, 다리 절단 가능성도…프로 복귀 확률 50% 안된다""","英 텔레그래프, 정형외과 전문의 발언 인용 보도
""뼈 다시 회복해도 근육·조직에 매우 심각한 손상"" "
2892,"'성폭행' 의혹 A선수 초교 스승 정한균 ""A가 성폭행 가해자? 절대 아니다""","A선수 ""잘못한 것 없으니 괜찮다"" "
2893,초1은 매일 가는데…중1은 왜 매일 학교 못가나?,"'거리두기 2.5단계까지 2/3 등교' 학부모 70% 이상 찬성
'중1 매일등교' 설문 편향성 지적…""타 학년 고려해 제안 않기로"" "
2894,내일부터 맞는다…'서울시민 70%' 10월까지 백신접종,"1호 접종 요양시설 종사자…3월까지 9만여명 접종
접종센터 3월 중순 가동…접종 후 이상반응도 관리 "
2895,"'기성용 성폭행' 제보자들, 오히려 다른 성폭력 가해자?",25일 SNS에 글 올려 결백 주장 
2896,"""폰사업 접나요?"" ""저희도 모릅니다""...답답한 LG전자 MC 직원들",[정진호의 饗宴] 미래 불안감 호소...북미·제3세계 중저가 시장 공략 해볼만 
2897,"현대차 아이오닉 5 전기차, 사전계약 1시간만에 1만8천대 돌파",올해 2만6천여대 국내 보급 예정...벌써 절반 이상 목표 달성 
2898,"현대차, 5천만원대 ‘아이오닉 5’ 사전계약...주요 ADAS 기본",롱레인지 가격 5천200만원~5천750만원 범위 내 결정 
2899,"역사 속으로 사라지는 실검, 뭐가 대체할까","16년 만에 폐지…네이버는 '데이터랩', 카카오는 '데이터트렌드' 활용 "
2900,"'AMD GPU에 윈도까지'…삼성, 폴더블 판 뒤집는다",'폰'부터 'PC'까지 3종 이상 출시…엑시노스 2200 저변 확대 기대 
2901,‘스타벅스 문전박대’ 논란…사유리 “직원분께 사과” [전문],“내 입장만 생각…무례한 행동 다시 한번 사과” 
2902,"기성용 입 열었다…“축구인생 걸고 나와 무관, 좌시하지 않겠다”","SNS 통해 첫 심경 밝혀
“고통받는 가족 위해 강경대응” "
2903,"자식 지킨 엄마, 고객 지킨 스타벅스 ""모두 이해합니다""",방송인 사유리 씨 사례로 본 코로나 시대의 딜레마 
2904,"'배달 갑질 파문' 학원 관계자, 피해자에 사과 ""너무 힘들어서…""",다음은 가해자 사과문 전문. 
2905,사망 당시 체중 24㎏…집주인의 잔혹한 학대에 숨진 미얀마 가사도우미,"하루 5시간 재우고 식사 극소량 지급
""싱가포르 최악의 학대 사건"" "
2906,"기린 심장 들고 기념 촬영한 여성…""야생동물 종 보존에 도움 돼""","환경 보호론자들 ""생태계 교란해 오히려 악영향"" "
2907,"""축구 인생 걸고"" SNS에 글 올린 기성용...직접 입장 밝힌 이유","기성용, SNS에 글…""성폭력 의혹 나와 무관한 일""
""확인되지 않은 일에 악의적 댓글…법적 조치""
""축구인생·가족들 삶 위협하는 심각한 사안"" "
2908,우즈 사고로 시선집중된 현대차 GV80...뜻밖의 홍보?,"경찰 ""타이거 우즈, 사고 당시 과속 운전 추정""
""안전벨트 착용과 차량의 안전성 덕분에 생존""
현지 언론, 우즈가 몬 제네시스 GV80 집중 보도 "
2909,[영상] 엉킨 털 35kg 달고 다니던 양 ‘버락’이 구조됐다,[애니멀피플] 호주 농장동물 생츄어리 입소한 양 ‘버락’ 
2910,지금 화성 땅엔 한국인 20만명의 이름이 있다,"‘화성에 이름 보내기’ 행사 참여한 1093만명
마이크로 칩에 이름 새겨 퍼시비런스에 탑재
터키가 250만명 가장 많아…북한도 2000명 "
2911,"[ESC] 경이로운 추리닝, 경이로운 변신","<경이로운 소문>의 빨간 추리닝
추리닝이 패션계 강타하는 데 한몫
추레한 옷이란 생각 이젠 편견 "
2912,"캐나다, 3500만원 대출 2년내 갚으면 880만원 ‘통큰’ 탕감","캐나다·호주의 금융지원책

못 갚으면 탕감 없애 ‘눈먼 돈 방지’
캐나다 ‘긴급 임대료 보조’도 촘촘
매출 감소 70% 넘을 때 65% 지원

호주는 소득세 세액공제 혜택
업체 48%에 850만원씩 환급
유동성 공급해 고용유지 도와

저금리로 국채이자 부담 덜해
소상공인 지원 늘릴 여지 있어 "
2913,"장애 딸 두고 떠난 母…이웃 ""학교 보내며 안아주던데""","서울 한 주차장서 50대 여성 숨진 채 발견
주민들 ""좋은 사람이었는데…항상 어두워""
""아침에 딸 배웅하며 포옹하던 모습 선해""
""힘들겠구나 생각했지만…소식 듣고 놀라"" "
2914,구미 빌라 4층서 30대 엄마와 6살 딸 투신(종합),가족간 다툼 투신 추정…생명에는 지장 없어 
2915,"배우 이영애, 국회 국방위 의원들에게 거액 후원",여야 의원 3명에게 총 1500만원 후원 
2916,"귀네스 팰트로 ""코로나19엔 무설탕 김치가 약""…英의료진 '경고'","팰트로 ""만성피로·브레인포그 시달려""
英NHS ""코로나19, 과학적으로 접근해야"" "
2917,"文대통령 부산行…野 ""노골적 선거개입"" vs 與 ""편협한 생각""","주호영 ""노골적 선거개입은 탄핵 사유 해당""
與 ""정책 행보…대통령 일정 공개 몰상식"" "
2918,"'후배 성폭행' 폭로 나온 기성용…""사실무근, 법적대응 불사""","축구· 농구로 번진 스포츠 학폭
""여러번 성폭행"" ""법적대응""
복싱 전·현직 국가대표도 의혹 "
2919,귀신 홀린 듯 가마니에 퍼담았다...1박2일 아수라장 무령왕릉,"[무령왕릉 발굴 50년, 역사를 바꾸다] ⓶
지건길 전 국립중앙박물관장 인터뷰 "
2920,"[사건후] “우리 결혼해요”…철석같이 믿었던 그녀, 돌아온 건 ‘사기와 폭행’",하지만 그녀의 본심은 결혼이 아니라 돈이었다 
2921,"타이거 우즈, 제네시스 GV80 몰다 전복 사고…10m 굴러 떨어져[종합]","타이거 우즈 차량 전복 사고
복합골절로 다리 수술받아
사고 원인은 아직 "
2922,사유리 모자 받아줬다면 벌금 300만원…'방역지침 논란' [종합],"화재 피해 3개월 된 아들 안고 스타벅스 방문
QR코드·신분증 없다고 쫓겨나
복지부·질병청 예외 적용 가능 여부 답변 못해 "
2923,"""국대 출신 축구선수, 초등생 시절 후배 성폭행""…의혹 '부인' [종합]","변호인 ""20년 지났지만 여전히 고통""
선수 측, 폭로 사실 전면 부인 "
2924,"테슬라 이어 스퀘어까지 ""비트코인 1억7000만달러어치 매수""","잭 도시 CEO ""회사 보유자산 5%가 코인""
웨드부시 ""테슬라와 비트코인 직접 연계""

골드만삭스 ""빚 투자로 암호화폐 폭락"" "
2925,"1년에 4184만원 벌던 가구, '귀농 후 소득' 따져보니…","정겨운 시골인심?
귀농귀촌 해보니 ""그저 그래"" "
2926,"타이거 우즈, GV80 몰다 전복…“복합 골절 수술 뒤 회복중”","혼자 운전하다 비탈에서 반대편으로 넘어가
“의식은 또렷…두 다리 크게 다쳐 수술중” "
2927,"[단독] 서울중앙지검, ‘윤석열 장모 이권개입 의혹’ 보완수사 요청","“납골당 편취에 개입” 고발 사건
경찰, 작년 말 불기소 의견 냈으나
검찰 요청으로 한달 만에 재수사

서울경찰청, 고발인 등 재소환
장모 횡령·사기 혐의 다시 들여다봐
장모 지인 법조 브로커도 수사할 듯 "
2928,‘전문직 성범죄’ 1위는 의사…여성계 “의료법 개정 반드시 필요”,"한국여성의전화 “의료법 개정 상식적 조치”
최근 5년간 전문직 중 의사 성범죄자 수 가장 많아 "
2929,학원비 수백만원 “네카라쿠배 입사”…한쪽선 청년 42만명이 쉰다,"[청년 노동시장도 ‘K자형 양극화’]

카페 알바 자리도 ‘20대1 경쟁’ 치열
초임 연봉 5~6천만원 IT쪽과 딴세상
임금 불평등, 다른 연령대보다 심화
“현재 고용정책서 누락된 청년 많아
40~50대까지 고용불안 이어질 우려
노동시장 진입 전방위 대책 마련을” "
2930,"코로나 물렀거라, 백신 나가신다…아스트라 유통 ‘첫발’","물류센터서 소분·재포장 뒤 25일 오전 전국 배송
요양병원 및 보건소 1909곳에 공급될 예정 "
2931,"'기성용 성폭력' ""사실무근""...문체부 대책도 '글쎄'","구단·에이전트 ""사실무근, 법적대응 불사""
'학폭' 확산 조짐…정부도 근절 대책 발표
""체육 특기자 실적 개인 평가…주말리그제 실시"" "
2932,영국인들 해외 항공권 예약 폭주...올여름 해외여행 가능 기대감 고조,"英 총리 ""해외여행 재개 관련 계획 4월 12일까지 공개""
英, 존슨 총리 발표 후 올여름 해외여행 가능 기대감 고조
영국에서 출발하는 항공권 예약 폭주
英 이지젯 항공권 예약 337% 급증…휴일 예약은 630% 폭증 "
2933,"“국대 출신 유명 축구선수, 초등학생 때 후배 성폭행”","“축구부 합숙소서 구강성교 강요…거부하면 폭행”
해당 선수 “사실무근” 반박 "
2934,“코스피 2000선 하락 대비하라” 서강대 스타 교수의 경고,[인터뷰] 애널리스트 출신 김영익 경제대학원 교수 
2935,"""코로나 확진도 죗값""…구급차 막은 택시기사, 항소심서 선처 호소","검찰, '구급차 막은 택시기사' 항소심서 징역7년 구형
1심서 징역 2년 선고…檢 ""원심 판결 가벼워""
택시기사 ""불우한 환경…공격적 성향 발현"" 선처 호소 "
2936,文대통령 1호 접종 사실상 불가…G7회의 앞두고 4월 접종 유력설,"文대통령, 코로나 백신접종 두고 정치권 ‘논란’
솔선수범 아닌 새치기 비화할까 ‘노심초사’
‘국민적 접종 거부 없을 듯’ 靑 내부 판단 "
2937,“초등생 때 성폭행” 폭로…지목 축구선수는 “사실무근” 주장,피해자 변호사 “초등 시절 축구부 합숙소에서…진정성 있는 사과 바란다” 
2938,5분 충전해 100km 가는 아이오닉5… 업계 “테슬라 경쟁 상대로”,"‘아이오닉5’ 공개… 세계시장 도전장
올해 기아-제네시스도 출시 예정 "
2939,실손보험료 인상 쇼크… 50% 넘게 오를수도,"2017년 이전 가입자 10~19% 올라
3~5년 주기 갱신땐 누적돼 부담 "
2940,[송평인 칼럼]박범계를 지켜보는 게 고통스러운 이유,"박범계 스스로 문제점 못 느낀 ‘살려주세요 해보라’는 발언과
검찰 인사안의 민정수석 패싱, 일반적인 무례함을 뛰어넘어
양아치 같은 이질감 안겨 줘 "
2941,"""대체 뭘 먹으면 1인당 77만원?"" 야당 의원도 놀란 스가 아들의 접대 명부",# '일본 춘추관장' 내각공보관도 2년 전 75만원짜리 접대 
2942,'유튜버' 밀어낸 이 직업... 코로나19가 바꿨다,'유튜버' 밀어낸 이 직업... 코로나19가 바꿨다 
2943,"[Pick] '다리 6개' 강아지 기적적 생존…""쌍둥이와 합쳐졌다""","""수정란이 제대로 분열되지 않는 경우 이와 같은 현상이 나타난다. 스키퍼의 경우 머리와 몸통까지는 하나지만, 허리 아랫부분은 원래 두 강아지였던 셈"" "
2944,"‘신현수 거취’ 고심 거듭하나…문 대통령, 과거와 달리 ‘침묵’",김상조·홍남기 사의 때 반려·재신임 의사 밝힌 것과 대조 
2945,거리두기 조정안 26일 발표…5인 이상 모임금지 완화 주목,"거리두기 체계 근본 개편안 발표 시점은 미정
설연휴 1주일 지난 이번주 상황 중요 분기점 "
